id;pdm_id;codigo;titulo;contexto;complemento;macrotema_id;tema_id;subtema_id;status;inativa;motivo_inativacao;data_inativacao;indicador_temp;ods_temp
11;1;11;Implantar Protocolos Integrados de Atendimento para a Primeira Infância.;A elaboração e implementação de protocolos integrados é um instrumento importante para lidar com o desafio de políticas transversais, que envolvem a articulação entre diversos órgãos da administração pública municipal para o alcance dos objetivos comuns, como é o caso da Política Municipal Integrada pela Primeira Infância. O estabelecimento destes protocolos está presente em diversas estratégias do Plano Municipal pela Primeira Infância 2018-2030 e contribuem para o alcance de várias das metas propostas. Embora haja, na Prefeitura, diversas políticas, programas, projetos e serviços voltados para gestantes e para a primeira infância, o fortalecimento mútuo e a integração entre eles são alguns dos desafios em que os protocolos pretendem contribuir. Dessa forma, contribuem para potencializar e extrapolar o alcance e os impactos das políticas setoriais, visando, sobretudo, a garantia e a proteção dos direitos das crianças na primeira infância, bem como o seu desenvolvimento integral.;"Requisitos mínimos para que sejam considerados protocolos integrados implantados: 
(1) envolver duas ou mais secretarias; 
(2) ser normatizado;
(3) ter, pelo menos, parte das equipes envolvidas capacitadas.";1;3;NULL;NULL;False;NULL;NULL;Número de protocolos implementados.;"1; 3; 4; 5; 10"
12;1;12;Prover 49.000 moradias de interesse social.;A provisão habitacional visa oferecer atendimento habitacional definitivo a famílias de baixa renda, em áreas dotadas de infraestrutura, com condições adequadas de habitabilidade e salubridade. O acesso à moradia adequada tem resultados diretos para a saúde das famílias, especialmente para crianças e idosos, relação evidenciada pela pandemia da Covid-19. Nos últimos quatro anos foram entregues mais de 15 mil unidades habitacionais produzidas diretamente pelo poder público, distribuídas entre 22 subprefeituras do município de São Paulo. Desde março de 2020, início da pandemia da Covid-19, até o primeiro quadrimestre de 2021 foram entregues quase 6 mil unidades habitacionais.;O indicador considera as unidades entregues e contratadas por meio dos programas: Pode Entrar, Operações Urbanas Consorciadas, Parcerias Público-Privadas, Minha Casa Minha Vida, Casa Verde Amarela, Locação Social, Convênios e outros programas habitacionais.;1;4;NULL;NULL;False;NULL;NULL;Somatória do número de unidades habitacionais de interesse social, entregues e contratadas pelo poder público.;11
13;1;13;Beneficiar 27.000 famílias com urbanização em assentamentos precários.;O Programa de Urbanização de Favelas é desenvolvido pela Prefeitura de São Paulo e tem como foco a urbanização de áreas degradadas, ocupadas desordenadamente e sem infraestrutura, abrangendo ainda loteamentos irregulares e precários. A urbanização é indispensável para a regularização fundiária dessas áreas que, por sua vez, é fundamental para promover a inserção dessa população no contexto legal da cidade. O objetivo é transformar favelas e loteamentos irregulares em bairros, garantindo a seus moradores o acesso à cidade formal, com ruas asfaltadas, saneamento básico, iluminação e serviços públicos. Entre 2017 e 2020, 14.931 famílias foram beneficiadas com obras de urbanização em assentamentos precários, sendo 9.391 delas em áreas de mananciais. De março de 2020, início da pandemia de Covid-19, até o final de 2020, 1.885 famílias foram beneficiadas com ações de urbanização. O Programa de Urbanização de Favelas é desenvolvido pela Prefeitura de São Paulo e tem como foco a urbanização de áreas degradadas, ocupadas desordenadamente e sem infraestrutura, abrangendo ainda loteamentos irregulares e precários. A urbanização é indispensável para a regularização fundiária dessas áreas que, por sua vez, é fundamental para promover a inserção dessa população no contexto legal da cidade. O objetivo é transformar favelas e loteamentos irregulares em bairros, garantindo a seus moradores o acesso à cidade formal, com ruas asfaltadas, saneamento básico, iluminação e serviços públicos.;A estimativa de famílias beneficiadas pelas obras de urbanização de assentamentos precários é calculada multiplicando-se o total de famílias do assentamento (descontadas as remoções necessárias) pelo percentual do avanço da obra.;1;4;NULL;NULL;False;NULL;NULL;Número de famílias beneficiadas com obras de urbanização de assentamentos precários.;11
14;1;14;Beneficiar 220.000 famílias com procedimentos de regularização fundiária.;As políticas públicas de regularização fundiária têm por prioridade o enfrentamento da precariedade que se manifesta na insegurança em relação à posse ou propriedade da terra vivenciada pela população que reside em assentamentos precários ou conjuntos habitacionais com irregularidade fundiária. Entre 2017 e 2020, 172.410 famílias foram beneficiadas por procedimentos de regularização fundiária em conjuntos habitacionaise assentamentos precários. Em menos de um ano (de março a dezembro de 2020), 93.119 famílias já foram beneficiadas com ações de regularização.;"Procedimentos de regularização fundiária de assentamentos precários considerados:
- Classificação em regularização fundiária de interesse social (REURB-S) ou regularização de interesse específico (REURB-E);
- Definição da Estratégia de Regularização do núcleo habitacional;
- Notificação da Regularização Fundiária Urbana (REURB);
- Listagem de definição do instrumento jurídico de cada beneficiário; 
- Emissão de Certidão de Regularização Fundiária (CRF) e Certidão de Regularização Fundiária simplificada; 
- Registro junto ao Sistema de Registro de Imóvel (SRI).

Procedimentos de regularização de conjuntos habitacionais considerados:
- Regularização das edificações dos conjuntos habitacionais (adequações físicas/obras e aprovação da regularização/emissão do certificado de 
regularização); 
- Instituição e registro do condomínio dos conjuntos habitacionais;
- Comercialização das unidades habitacionais em conjuntos habitacionais (emissão de termos de quitação, comercialização).";1;4;NULL;NULL;False;NULL;NULL;Número de famílias beneficiadas por procedimentos de regularização fundiária em assentamentos precários e de conjuntos habitacionais.;11
15;1;15;Licenciar 300.000 moradias populares.;Em 2020, foram licenciadas 226.358 unidades habitacionais de Habitação de Interesse Popular e Habitação de Mercado Popular, sendo este um resultado histórico na Prefeitura. Com o intuito de viabilizar mais acesso à moradia adequada e incentivar a construção civil, com geração potencial de 161 mil empregos diretos e indiretos vinculados ao início das obras, a Secretaria Municipal de Urbanismo e Licenciamento estipulou como meta o licenciamento de, no mínimo, mais 300 mil unidades habitacionais de moradias populares.;Habitação de Interesse Social (HIS) atende famílias com renda igual ou inferior a seis salários mínimos. Habitação de Mercado Popular (HMP) atende famílias com renda igual ou inferior a 16 salários mínimos, sendo promovida pela iniciativa privada.;1;4;NULL;NULL;False;NULL;NULL;Somatória do número de alvarás de aprovação e execução de unidades de habitação de interesse social (HIS) e habitação de mercado popular (HMP) expedidos.;11
16;1;16;Criar o Programa Reencontro, com o reordenamento da rede e da metodologia de atendimento à população em situação de rua e a implantação de 30 novos serviços.;De acordo com o censo para população em situação de rua 2019, há 24.344 pessoas em situação de rua na cidade de São Paulo (número possivelmente agravado em razão da pandemia). Por isso faz-se necessária a ampliação da rede de serviços destinados à esta população. Atualmente, existem 63 Centros de Acolhida (seis são emergenciais e foram criados em razão da pandemia de Covid-19 e devem encerrar suas atividades após o controle da emergência). A rede conta ainda com 32 Centros de Acolhida Especiais e 11 Núcleos de Convivência para adultos em situação de rua (um emergencial, deverá ser encerrado após a pandemia). Será implantado, ainda, o Centro de Defesa dos Direitos da População em Situação de Rua, previsto pela Lei nº 17.252 de 2019, que consolida a Política Municipal para População em Situação de Rua.;O Programa Reencontro é a estratégia da Prefeitura da Cidade de São Paulo para consolidar a rede de serviços e ofertas para a população em situação de rua, de modo a promover a proteção integral, a preservação de direitos e a autonomia dos indivíduos, considerando as especificidades de cada um.;1;1;NULL;NULL;False;NULL;NULL;Número de novos serviços implantados.;1
17;1;17;Implantar 60 serviços de atendimento a pessoas idosas.;"A Secretaria Municipal de Assistência e Desenvolvimento Social oferta uma ampla rede de serviços à população idosa, destacando-se os serviços de convivência e fortalecimento de vínculos, Núcleos de Convivência do Idoso (NCI), Centros de Convivência Intergeracionais (CCINTER) e Centros Dia para Idosos (CDI), assim como os serviços de acolhimento específicos para este público - Centro de Acolhida Especial para Idosos (CAE-Idosos) e Instituição de Longa Permanência para Idosos (ILPI). As políticas de convivência têm por objetivo o fortalecimento dos vínculos sociais, familiares e comunitários, prevenindo o isolamento. 
A ampliação dos serviços como CDI, CCINTER e NCI contribuem para a prevenção de situações de vulnerabilidade e risco social que resultariam na institucionalização de idosos. A rede de Centros Dia, Centros de Convivência Intergeracional e Núcleos de Convivência para Idosos é composta hoje por 120 unidades, representando a meta uma expansão de 50% no número de serviços voltados ao atendimento de idosos.
Por fim, a Casa Segura e Acessível ofertará treinamentos para cuidadores, bem como encontros formativos para pessoas idosas e suas famílias com o objetivo de reduzir os índices de quedas no ambiente doméstico. As quedas são responsáveis por 56,6% das mortes acidentais de pessoas acima de 75 anos (Ministério da Saúde, 2019). Esse dado demonstra a importância de tratar as quedas em pessoas idosas como um problema de interesse público.";Somatório do número de serviços implantados das tipologias de Núcleos de Convivência do Idoso (NCI) e Centros Dia para Idosos (CDI).;1;5;NULL;NULL;False;NULL;NULL;Número de serviços implantados.;10
18;1;18;Ampliar em 50% o número de atendimentos realizados nos equipamentos exclusivos para mulheres.;"Uma das dimensões centrais na efetivação dos direitos das mulheres no Brasil é o combate e o enfrentamento à violência em todas as suas formas, seja ela física, sexual, moral ou institucional. A violência é dimensão estruturante da desigualdade de gênero no país, com impactos sobre o desenvolvimento social e econômico. A subnotificação historicamente é um problema.
O isolamento social necessário para o enfrentamento da pandemia de Covid-19 pode ter levado ao aumento da violência contra a mulher. A denúncia e a busca por auxílio por parte das mulheres são dificultadas pela convivência mais intensa com os agressores, menor circulação e potenciais dificuldades de comunicação com a comunidade. Os impactos da pandemia à saúde mental e as consequências da intensificação da convivência com relação às atividades domésticas e do cuidar podem ser fatores desencadeadores de violência doméstica.  As dificuldades socioeconômicas, com alta do desemprego, podem acarretar em maior dependência financeira das mulheres, expondo-as à insegurança quanto ao rompimento do ciclo de violência. Assim, é possível que além do crescimento da violência, a subnotificação também tenha aumentado.
Em 2020, a Prefeitura de São Paulo realizou 33.212 atendimentos em Centros de Referência da Mulher (CRMs), Centros de Cidadania da Mulher (CCMs), Casa da Mulher Brasileira, Postos Avançados de Apoio à Mulher e Centros de Defesa e de Convivência da Mulher (CDCMs)
 No contexto da pandemia, a prefeitura de São Paulo abriu três postos de apoio à mulher (dois no Metrô e um na SP Trans), ampliou os canais de denúncia, oferecendo o 156 como alternativa, e lançou a campanha “Seguimos perto”, nas redes sociais.  
Nos cinco primeiros meses de 2021, foram realizados um total de 15.628 atendimentos nos equipamentos de SMDHC que compõem a rede de proteção a mulheres vítimas de violência da SMDHC, correspondendo a um aumento de 58,2% em relação ao mesmo período em 2020.  Esta informação, aliada ao fato de que foi registrado um crescimento de 38,6% de atendimentos de abril para maio de 2021, apontam para um aumento da consciência das mulheres paulistanas sobre a rede de apoio disponibilizada pela Prefeitura.";"Total de atendimentos na rede de acompanhamento de mulheres (Painel de Monitoramento da Rede de Serviços de Direitos Humanos): 
1) Centros de Referência da Mulher (CRMs);
2) Centros de Cidadania da Mulher (CCMs);
3) Casa da Mulher Brasileira (CMB);
4) Centros de Defesa e de Convivência da Mulher (CDCMs);
5) Unidade Móvel - Ônibus Lilás.";1;6;NULL;NULL;False;NULL;NULL;Percentual de ampliação do número de atendimentos, em relação a dezembro de 2020.;5
19;1;19;Combater o racismo, por meio da implementação de nove iniciativas de melhoria no atendimento da população negra e/ou de promoção da igualdade racial.;"Combater o racismo, promovendo a igualdade racial e melhorando o atendimento à população negra, é uma tarefa que se impõe a diversas políticas públicas e envolve a Administração Pública, o terceiro setor e as empresas privadas.
Assim, são previstas ações de capacitação para os profissionais de Saúde e de Educação. Por se tratarem de redes de serviços de alta capacidade e capilaridade, tais capacitações tem grande alcance entre usuários dos serviços públicos.
Ainda na Saúde, são previstas uma ação destinada a mitigar a desigualdade no acesso à Saúde de gestantes negras e uma ação focada em condição de saúde prevalente na população negra.
O Memorial dos Aflitos destina-se à preservação e divulgação da memória histórica sobre a escravidão.
Em relação às ações da SMDHC, busca-se implementar os compromissos assumidos pelo Município de São Paulo no Plano Municipal de Promoção de Igualdade Racial (Decreto nº 58.526 de 2018 - Eixo I), reconhecendo e fomentando ações de inclusão e promoção dos direitos humanos e da diversidade no ambiente de trabalho, seja em empresas privadas, em entidades do terceiro setor ou em órgãos públicos.
Por fim, a realização e participação em eventos internacionais ou nacionais com o tema do enfrentamento ao racismo fortalece a cooperação internacional e interfederativa em torno do tema e projeta a imagem da cidade de São Paulo como referência em igualdade racial.";NULL;1;6;NULL;NULL;False;NULL;NULL;Número de iniciativas de melhoria no atendimento da população negra e/ou de promoção da igualdade racial implementados.;10
20;1;20;Dobrar o número de pessoas beneficiárias do Programa Transcidadania, aumentando o atendimento para 1.020 pessoas.;"O acesso ao trabalho está diretamente associado à proteção e valorização de muitos outros direitos fundamentais. A população LGBTI+, entretanto, enfrenta graves barreiras para inclusão e permanência no mercado de trabalho, como a discriminação, o preconceito e a própria situação de vulnerabilidade social em que muitas vezes se encontram. 
Entre a população trans, o cenário pode ser ainda mais grave. De acordo com o I Mapeamento das Pessoas Trans no Município de São Paulo (2021), realizado pelo Centro de Estudos de Cultura Contemporânea (CEDEC), em parceria com a Secretaria Municipal de Direitos Humanos e Cidadania, apenas 27% da população trans têm emprego formal com carteira de trabalho assinada. Além disso, apenas 12% conseguem completar o ensino superior, enquanto entre a população paulistana em geral esse índice é de 27,1% (dados da Pesquisa Nacional de Amostra por Domicílios Contínua – PNADC). 
Diante disso, criar mais oportunidades para o desenvolvimento educacional e a qualificação profissional da população LGBTI+ constitui importante instrumento para romper com o ciclo de invisibilidade e exclusão que marca suas vidas e alcança invariavelmente o ambiente profissional. Desde 2008, o Programa Transcidadania vem promovendo a reintegração social e o resgate da cidadania de centenas de travestis, mulheres transexuais e homens trans em situação de vulnerabilidade na cidade de São Paulo. A ampliação do Programa permitirá expandir as ações que visam a defesa e a garantia da cidadania e dos direitos das pessoas LGBTI+ no município.";NULL;1;6;NULL;NULL;False;NULL;NULL;Número de pessoas beneficiárias do Programa Transcidadania.;10
21;1;21;Criar o 1º Centro Municipal para pessoas com Transtorno do Espectro Autista (TEA).;A Lei Federal n° 12.764/2012, que institui a Política Nacional de Proteção dos Direitos da Pessoa com Transtorno do Espectro Autista e a considera pessoa com deficiência para todos os efeitos legais, foi inovadora no sentido de ampliar direitos a essa população. No entanto, no município de São Paulo nota-se algumas dificuldades na articulação da rede municipal de atendimento à pessoa com TEA e seus familiares. A concepção do Centro Municipal para Pessoas com Transtorno do Espectro Autista (TEA) se baseia no trabalho de articulação em rede e no fortalecimento do vínculo familiar proporcionando atividades de sociabilização e convivência no âmbito municipal.;O Centro Municipal para Pessoas com Transtorno do Espectro Autista (TEA) será um espaço para convivência entre pessoas com TEA, seus familiares e a comunidade visando estimular a autonomia, participação e inclusão. O serviço contará com espaços de formação e informação sobre a temática, trabalhando em articulação com os demais serviços da rede municipal.;1;7;NULL;NULL;False;NULL;NULL;Centro Municipal para Pessoas com Transtorno do Espectro Autista implantado e em funcionamento.;10
22;1;22;Alfabetizar as crianças da rede municipal até o final do 2º ano do Ensino Fundamental, antecipando em um ano a meta do Plano Nacional de Educação (PNE).;"A proposta curricular e seus desdobramentos são determinantes para a melhoria das aprendizagens. A implementação do Currículo da Cidade, lançado em 2017 e implementado durante os anos de 2018 e 2019 é a estratégia municipal adotada para garantir a alfabetização das crianças matriculadas na rede municipal da cidade de São Paulo. Além de formações, foram elaborados os Cadernos da Cidade para os componentes de Língua Portuguesa, Matemática e Ciências Naturais; e as Orientações Didáticas - desdobramentos dessa proposta curricular que funcionam como materiais de apoio a essa implementação - para todos os componentes curriculares.
Considerando a pandemia, o atingimento da meta prevê um plano de ação de busca ativa para prevenção e enfrentamento à evasão escolar, priorizando, os grupos de estudantes mais vulneráveis.";O Plano Nacional de Educação (PNE) estabelece em sua meta 5 “alfabetizar todas as crianças, no máximo, até o final do 3º (terceiro) ano do Ensino Fundamental”.;1;8;NULL;NULL;False;NULL;NULL;Percentual de crianças alfabetizadas, medido pelo desempenho dos estudantes do 2º ano do Ensino Fundamental na Provinha São Paulo.;4
